member_id,full_name,gender,branch,occupation,phone_number,join_date,monthly_contribution_kes,member_status,national_id
MEM0802,Michael Yego,Female,Kisumu,Nurse,0722941390,2018-07-11,1000,Active,26288684
MEM0803,Catherine Anyango,Male,Mombasa,Driver,0720194636,2022-08-04,2000,Inactive,21763979
MEM0804,Beatrice Wainaina,Male,Mombasa,Shopkeeper,0701469833,2023-05-04,2000,Active,21307885
MEM0805,Emmanuel Waithaka,Female,Nairobi,Driver,0733786745,2022-03-19,1500,Active,37041432
MEM0806,Hellen Gitonga,Female,Nakuru,Driver,0722643842,2019-04-27,2000,Active,24689093
MEM0807,Ian Gakuya,Female,Kisumu,Accountant,0712479687,2021-10-09,3000,Active,22128692
MEM0808,Laban Odhiambo,Male,Nairobi,Accountant,0712264618,2019-09-28,3000,Active,35325907
MEM0809,Atieno Waithaka,Male,Mombasa,Engineer,0720852689,2019-04-06,1500,Suspended,15342448
MEM0810,Florence Wambua,Male,Nairobi,Driver,0712404283,2022-07-10,1000,Active,15655371
MEM0811,Caroline Kilonzo,Female,Nakuru,Accountant,0711492041,2019-02-12,5000,Active,20830021
MEM0812,Gerald Ouma,Female,Mombasa,Engineer,0701533476,2018-10-29,2500,Active,10534432
MEM0813,Brian Mwangi,Male,Kisumu,Accountant,0712679811,2018-02-20,1000,Suspended,13740668
MEM0814,Emmanuel Rotich,Female,Nairobi,Engineer,0712114303,2018-04-05,3000,Active,16368287
MEM0815,Isaac Ochieng,Male,Nakuru,Teacher,0722986552,2019-05-17,3000,Active,29523540
MEM0816,Chepkemoi Ndegwa,Male,Nairobi,Shopkeeper,0722891802,2020-08-31,1500,Active,20419576
MEM0817,Lydiah Kirui,Male,Nakuru,Farmer,0733625860,2021-06-05,2000,Active,26982544
MEM0818,Grace Kimani,Male,Nairobi,Driver,0720929783,2022-10-07,1500,Active,33495762
MEM0819,Mark Ndolo,Female,Nairobi,Shopkeeper,0729144339,2022-04-23,500,Active,31552271
MEM0820,Mark Gitonga,Male,Nairobi,Accountant,0711396841,2018-05-30,1000,Active,28806765
MEM0821,Allan Odhiambo,Male,Nairobi,Police Officer,0700125422,2020-07-21,2500,Active,19938946
MEM0822,Brian Kariuki,Male,Nairobi,Police Officer,0712762233,2020-04-28,500,Active,35393006
MEM0823,Kariuki Mwenda,Male,Mombasa,Civil Servant,0712135418,2022-12-20,1000,Inactive,28787839
MEM0824,Lydiah Chepkemoi,Female,Nairobi,Farmer,0700886343,2021-07-13,1500,Active,28060819
MEM0825,Mercy Achieng,Male,Nakuru,Civil Servant,0733952487,2021-03-24,1500,Suspended,15969605
MEM0826,Felix Mbugua,Male,Nakuru,Shopkeeper,0720787106,2019-02-03,3000,Active,23353698
MEM0827,Lydiah Njoroge,Male,Mombasa,Shopkeeper,0720237566,2022-01-11,1000,Active,30752442
MEM0828,Esther Oguta,Male,Nairobi,Accountant,0700189041,2021-11-27,1000,Active,33341673
MEM0829,Beatrice Akoth,Male,Kisumu,Civil Servant,0733177479,2020-02-26,2000,Suspended,12547967
MEM0830,Philip Gicheru,Male,Kisumu,Engineer,0720121133,2020-10-09,1500,Active,16664568
MEM0831,Stephen Akoth,Male,Nairobi,Shopkeeper,0722878727,2020-03-29,1000,Active,13132765
MEM0832,Beatrice Wanjiku,Male,Nairobi,Engineer,0711200198,2019-05-15,1500,Suspended,13038092
MEM0833,Robert Mugo,Male,Kisumu,Shopkeeper,0720303721,2018-10-30,1000,Active,33879533
MEM0834,Rose Akoth,Female,Kisumu,Police Officer,0700922892,2021-09-05,1000,Active,30064522
MEM0835,Emmanuel Kirui,Male,Nairobi,Accountant,0701545804,2021-11-09,1500,Active,39424990
MEM0836,Catherine Nderitu,Male,Nakuru,Small Business Owner,0722416831,2018-01-12,1500,Inactive,32252969
MEM0837,Duncan Odero,Female,Nairobi,Shopkeeper,0700581197,2023-01-03,3000,Active,23577367
MEM0838,Jacqueline Chepkemoi,Male,Kisumu,Shopkeeper,0712204521,2022-03-18,1500,Inactive,38595382
MEM0839,Ann Ouma,Male,Mombasa,Teacher,0700787919,2022-10-29,2000,Active,18837232
MEM0840,Lucy Njeri,Female,Kisumu,Nurse,0729494873,2022-04-27,2000,Active,14891076
MEM0841,Duncan Mwenda,Male,Mombasa,Nurse,0700550399,2022-12-19,500,Active,34021218
MEM0842,Rose Munyao,Male,Kisumu,Nurse,0733333049,2018-08-07,2000,Active,21414008
MEM0843,Simon Ogol,Male,Mombasa,Small Business Owner,0720688247,2022-05-14,1000,Inactive,27878732
MEM0844,Beatrice Ogol,Male,Nairobi,Engineer,0700606828,2020-05-20,5000,Active,21871546
MEM0845,Lucy Waithaka,Female,Nairobi,Accountant,0700837022,2019-03-25,1000,Active,23312947
MEM0846,Christine Ogol,Female,Kisumu,Farmer,0712500984,2018-12-27,1500,Active,14463822
MEM0847,Beatrice Kariuki,Male,Kisumu,Police Officer,0722621178,2022-07-05,500,Active,22926514
MEM0848,Adhiambo Awino,Female,Kisumu,Driver,0720490843,2023-05-16,5000,Active,13477112
MEM0849,Wanjiru Ngethe,Male,Mombasa,Engineer,0733574239,2021-11-26,1500,Active,38353813
MEM0850,Felix Kirui,Female,Nairobi,Engineer,0712705950,2020-11-26,2000,Active,34705536
MEM0851,Achieng Kimani,Female,Kisumu,Civil Servant,0722516650,2020-08-09,500,Active,37332537
MEM0852,Irene Musyoka,Male,Kisumu,Driver,0712568802,2018-04-13,2000,Active,39409266
MEM0853,Christine Kimani,Female,Kisumu,Farmer,0701599967,2021-02-15,1000,Active,39777917
MEM0854,Wangari Nderitu,Male,Nairobi,Shopkeeper,0733774044,2019-05-26,3000,Inactive,36792785
MEM0855,Winnie Chepkemoi,Male,Nakuru,Shopkeeper,0700448583,2023-02-22,1000,Active,19862058
MEM0856,Kamau Nderitu,Female,Kisumu,Driver,0711949011,2022-10-04,1000,Active,30582960
MEM0857,Caroline Ogol,Male,Mombasa,Civil Servant,0733200022,2018-09-06,500,Active,29129609
MEM0858,Irene Achieng,Female,Mombasa,Small Business Owner,0711317770,2020-07-23,1500,Active,12758563
MEM0859,Erick Wambua,Male,Nairobi,Driver,0729722234,2018-10-01,2000,Inactive,20866142
MEM0860,Faith Ndegwa,Female,Nairobi,Nurse,0712187963,2022-06-30,500,Active,17543870
MEM0861,Adhiambo Ogol,Female,Nairobi,Engineer,0711522780,2020-08-09,2500,Active,24849045
MEM0862,Edward Ouma,Female,Nairobi,Nurse,0729648830,2021-09-29,1500,Inactive,37720458
MEM0863,Wanjiru Kabiru,Male,Kisumu,Engineer,0712161795,2020-12-23,1500,Active,11368109
MEM0864,Ann Kabiru,Female,Nairobi,Police Officer,0729364266,2021-02-18,1500,Active,18251155
MEM0865,Laban Kimani,Female,Kisumu,Teacher,0720426584,2021-05-04,1500,Active,28387399
MEM0866,Collins Wanjiku,Male,Nairobi,Small Business Owner,0701974851,2019-10-12,2000,Active,15201333
MEM0867,Michael Musyoka,Female,Mombasa,Civil Servant,0711138283,2023-04-30,1000,Active,32398298
MEM0868,Charles Waithaka,Male,Mombasa,Police Officer,0701822466,2022-03-27,1000,Active,19186810
MEM0869,Isaac Kariuki,Female,Mombasa,Police Officer,0720105842,2022-12-31,3000,Active,10884467
MEM0870,Daniel Awuor,Female,Nakuru,Teacher,0700823934,2020-06-25,3000,Active,26592429
MEM0871,Harrison Nderitu,Male,Nairobi,Accountant,0712891714,2021-06-08,1500,Active,17531916
MEM0872,Kevin Kyalo,Female,Nairobi,Nurse,0729672091,2022-07-28,1000,Active,37959162
MEM0873,Njoroge Mwenda,Male,Kisumu,Small Business Owner,0729428221,2022-01-13,2000,Inactive,33322984
MEM0874,Mutua Maina,Male,Nairobi,Farmer,0712437471,2023-01-01,1500,Inactive,17347587
MEM0875,Sharon Waithaka,Female,Kisumu,Shopkeeper,0729843302,2020-10-30,500,Active,18232638
MEM0876,Mercy Waithaka,Male,Nairobi,Accountant,0729639420,2020-05-23,1000,Active,39364689
MEM0877,Daniel Maina,Female,Nairobi,Teacher,0733210146,2022-08-29,2000,Active,17577686
MEM0878,Gerald Ndegwa,Female,Nairobi,Accountant,0720833222,2023-02-01,2000,Active,24775892
MEM0879,Christine Wanjiku,Female,Nairobi,Nurse,0733493935,2021-01-27,500,Active,31739750
MEM0880,James Auma,Female,Nairobi,Small Business Owner,0711893653,2020-07-02,1000,Active,37230271
MEM0881,Michael Kamau,Female,Kisumu,Engineer,0722269966,2023-01-12,1000,Active,17246686
MEM0882,Hellen Ndolo,Male,Nairobi,Police Officer,0733274270,2018-11-22,2000,Active,14878032
MEM0883,Mark Akoth,Female,Mombasa,Teacher,0712558858,2022-03-04,500,Active,10416690
MEM0884,Fredrick Mulwa,Female,Nairobi,Accountant,0733140959,2022-10-31,1000,Active,19958725
MEM0885,Joshua Owino,Male,Nairobi,Civil Servant,0720619238,2020-08-30,2500,Active,18176550
MEM0886,Gregory Auma,Male,Kisumu,Shopkeeper,0711756581,2020-07-10,1000,Active,10697058
MEM0887,Joshua Onyango,Female,Nairobi,Engineer,0729246659,2019-06-15,2000,Active,38773977
MEM0888,Samuel Korir,Male,Mombasa,Accountant,0720518807,2022-03-20,1000,Active,30542711
MEM0889,Mary Muthoni,Male,Kisumu,Small Business Owner,0722411166,2019-05-22,500,Active,26215960
MEM0890,Michael Wanjiku,Female,Kisumu,Engineer,0733556633,2022-09-17,1000,Active,38116289
MEM0891,Mwangi Muthoni,Female,Kisumu,Police Officer,0700854914,2021-07-29,2000,Active,24728714
MEM0892,Grace Wainaina,Male,Nairobi,Civil Servant,0700647860,2019-07-22,3000,Active,23909179
MEM0893,Wangari Yego,Male,Nairobi,Small Business Owner,0701744979,2022-04-18,2500,Active,28667080
MEM0894,Kariuki Gathogo,Female,Nakuru,Accountant,0701691198,2022-05-12,1500,Active,28496080
MEM0895,Christine Muthoni,Female,Kisumu,Farmer,0711248391,2020-12-03,2000,Active,29061793
MEM0896,Beatrice Nderitu,Female,Nakuru,Farmer,0700648668,2020-09-19,1000,Active,16450474
MEM0897,Wanjiru Yego,Female,Nairobi,Accountant,0712941811,2021-07-07,1000,Active,23835283
MEM0898,Eric Ogol,Male,Nairobi,Accountant,0701644609,2019-05-05,3000,Active,16243071
MEM0899,John Chebet,Female,Nairobi,Driver,0700595043,2019-07-17,500,Active,38450963
MEM0900,Hellen Kirui,Female,Kisumu,Civil Servant,0729320848,2020-06-19,500,Active,27400368
MEM0901,Mwangi Ojwang,Female,Nakuru,Nurse,0701883039,2018-06-08,1000,Active,29491622
MEM0902,Duncan Munyao,Male,Kisumu,Driver,0711272216,2022-01-01,500,Active,23408915
MEM0903,John Mwenda,Female,Kisumu,Civil Servant,0729110298,2019-08-09,1000,Active,31047188
MEM0904,Laban Murimi,Male,Kisumu,Accountant,0701536525,2019-04-26,2000,Active,29309128
MEM0905,Eunice Kuria,Female,Mombasa,Accountant,0711257652,2019-07-11,1500,Active,39816607
MEM0906,Ian Auma,Male,Nairobi,Teacher,0729170304,2019-11-19,3000,Active,22989047
MEM0907,David Akello,Male,Nakuru,Civil Servant,0722426988,2019-10-17,2500,Active,35058207
MEM0908,Mary Ndegwa,Male,Mombasa,Accountant,0712308947,2023-01-03,1000,Active,18774224
MEM0909,Calvin Odero,Male,Mombasa,Accountant,0733663852,2021-01-11,1000,Active,33714458
MEM0910,Florence Kilonzo,Male,Nairobi,Small Business Owner,0729447115,2018-06-15,1500,Active,36736081
MEM0911,Laban Kuria,Female,Nairobi,Engineer,0733164076,2018-10-11,2000,Active,22212770
MEM0912,Peter Mulwa,Female,Kisumu,Shopkeeper,0729723330,2018-11-05,1000,Active,36958505
MEM0913,Janet Mulwa,Female,Nairobi,Farmer,0711170015,2019-04-19,2000,Active,36901437
MEM0914,Adhiambo Mulwa,Male,Kisumu,Small Business Owner,0701767254,2020-02-24,1500,Active,18843516
MEM0915,Ruth Njoroge,Female,Nairobi,Accountant,0712461714,2021-11-22,2000,Active,24472519
MEM0916,Atieno Wanjiku,Female,Kisumu,Driver,0722301998,2018-11-09,1500,Inactive,22422807
MEM0917,Henry Adhiambo,Male,Mombasa,Police Officer,0700397992,2021-12-17,1000,Active,22231077
MEM0918,Erick Mutua,Male,Nairobi,Civil Servant,0720712859,2019-03-15,3000,Active,17875420
MEM0919,Simon Awuor,Female,Nakuru,Teacher,0700485115,2018-05-12,2500,Active,20742609
MEM0920,Eric Chebet,Female,Mombasa,Nurse,0720367124,2020-04-29,1000,Active,28131778
MEM0921,Achieng Anyango,Male,Nairobi,Driver,0712181239,2020-04-14,3000,Active,21981421
MEM0922,Purity Odero,Male,Nakuru,Civil Servant,0711207978,2019-11-09,1500,Active,12585048
MEM0923,John Mugo,Male,Nairobi,Accountant,0712393586,2021-01-16,3000,Active,33259900
MEM0924,Emmanuel Muthoni,Male,Mombasa,Driver,0711375710,2020-08-12,2500,Active,14512829
MEM0925,Eric Anyango,Male,Nairobi,Nurse,0733232858,2020-05-01,1500,Suspended,20793204
MEM0926,Alex Mwenda,Female,Nakuru,Civil Servant,0720446198,2018-05-08,500,Active,38854955
MEM0927,Collins Ngethe,Female,Mombasa,Accountant,0700946514,2019-02-28,1000,Suspended,37764543
MEM0928,Chepkemoi Awino,Male,Nairobi,Farmer,0729319473,2022-09-02,1500,Active,33569801
MEM0929,Wambua Musyoka,Female,Kisumu,Police Officer,0711102800,2020-05-10,2000,Active,18284433
MEM0930,Samuel Kuria,Female,Kisumu,Small Business Owner,0712326957,2020-03-08,1000,Active,36694465
MEM0931,Njenga Okumu,Male,Nairobi,Nurse,0733942377,2023-01-28,1000,Active,28061526
MEM0932,Florence Owino,Female,Nairobi,Civil Servant,0711250295,2022-04-26,2500,Active,29426622
MEM0933,Eric Mugo,Female,Nairobi,Driver,0711598560,2021-04-11,5000,Active,14320625
MEM0934,Mutua Wainaina,Male,Kisumu,Shopkeeper,0722439044,2023-04-22,1500,Active,13242076
MEM0935,Emmanuel Onyango,Male,Kisumu,Accountant,0733154724,2021-11-25,1000,Inactive,36314009
MEM0936,Njoroge Ndolo,Female,Kisumu,Police Officer,0711636561,2018-02-10,1000,Active,27027325
MEM0937,Samuel Gicheru,Male,Kisumu,Police Officer,0729546070,2022-10-21,500,Active,33768413
MEM0938,Eunice Mugo,Male,Nairobi,Small Business Owner,0729442978,2022-12-09,3000,Suspended,25963108
MEM0939,Wambua Mulwa,Female,Kisumu,Engineer,0700624681,2022-04-17,1000,Inactive,27963697
MEM0940,Patrick Awuor,Female,Nairobi,Teacher,0733352468,2021-03-25,2000,Inactive,20518803
MEM0941,Achieng Nderitu,Female,Nakuru,Farmer,0720495637,2020-02-19,1000,Inactive,13516760
MEM0942,Stephen Wainaina,Male,Mombasa,Farmer,0720840551,2020-09-03,2000,Active,37086934
MEM0943,Chebet Achieng,Female,Nairobi,Teacher,0729472235,2018-01-13,2000,Active,37725817
MEM0944,John Ogola,Male,Nairobi,Shopkeeper,0700979387,2023-04-15,2500,Active,30269950
MEM0945,Alice Ogola,Male,Mombasa,Police Officer,0701656464,2019-12-22,1000,Active,17644519
MEM0946,Gerald Mugo,Female,Kisumu,Police Officer,0733734787,2019-09-04,500,Active,34162756
MEM0947,Charles Matheka,Female,Mombasa,Teacher,0712274185,2022-03-24,1000,Active,21688444
MEM0948,Peter Mutua,Male,Nairobi,Small Business Owner,0700845902,2020-03-09,3000,Active,34077470
MEM0949,Sharon Odero,Female,Mombasa,Accountant,0711980673,2022-10-14,3000,Active,33560059
MEM0950,Michael Mwenda,Male,Nairobi,Nurse,0720687712,2023-01-01,2000,Active,31641466
MEM0951,Catherine Ngethe,Female,Mombasa,Shopkeeper,0729613900,2023-05-07,2000,Active,28591598
MEM0952,Duncan Maina,Female,Nakuru,Police Officer,0700818660,2022-09-08,2000,Active,37550790
MEM0953,Sharon Ogola,Female,Kisumu,Engineer,0733685005,2020-05-08,1000,Active,17514978
MEM0954,Faith Gitonga,Female,Mombasa,Nurse,0720783768,2021-01-07,3000,Active,25612422
MEM0955,Winnie Ndegwa,Female,Mombasa,Nurse,0701286659,2022-03-11,1500,Active,19030619
MEM0956,Harrison Achieng,Male,Mombasa,Small Business Owner,0722483450,2022-02-13,1500,Active,29268939
MEM0957,Alex Kyalo,Female,Nairobi,Engineer,0729908184,2021-01-23,1500,Active,38072087
MEM0958,Michael Ndegwa,Male,Kisumu,Police Officer,0701863878,2022-06-27,500,Active,11785144
MEM0959,Edwin Ndegwa,Female,Nakuru,Accountant,0720324164,2021-05-20,1000,Active,25443053
MEM0960,Chebet Kariuki,Female,Mombasa,Nurse,0712501035,2023-01-13,2000,Active,30763681
MEM0961,Collins Ndegwa,Female,Mombasa,Civil Servant,0701287700,2019-03-28,500,Active,24692511
MEM0962,Hellen Rotich,Female,Kisumu,Driver,0722305349,2020-09-26,2000,Active,26681013
MEM0963,Robert Owino,Female,Mombasa,Police Officer,0729478526,2019-03-26,1000,Active,29832780
MEM0964,Paul Kuria,Male,Kisumu,Accountant,0712105887,2019-07-13,1500,Active,24635914
MEM0965,Harrison Ojwang,Male,Nairobi,Nurse,0700444406,2020-06-11,1000,Active,12169554
MEM0966,Collins Kilonzo,Female,Kisumu,Police Officer,0733486785,2020-09-21,1500,Active,15749256
MEM0967,Patrick Kirui,Female,Kisumu,Police Officer,0700627217,2018-03-01,2000,Active,10742062
MEM0968,Felix Owino,Female,Mombasa,Small Business Owner,0722736249,2020-03-07,1000,Active,28789097
MEM0969,Brian Korir,Male,Nairobi,Civil Servant,0700135156,2019-11-20,2000,Inactive,25048098
MEM0970,Catherine Njeri,Male,Mombasa,Teacher,0700772844,2021-10-01,1500,Active,28756794
MEM0971,Alex Awuor,Female,Nairobi,Shopkeeper,0729517641,2021-10-22,2000,Inactive,31819694
MEM0972,James Murimi,Male,Nakuru,Police Officer,0722829283,2022-06-23,3000,Active,11930915
MEM0973,Eric Awino,Female,Nairobi,Accountant,0700387492,2020-04-08,2000,Inactive,21663624
MEM0974,Emmanuel Matheka,Male,Nairobi,Small Business Owner,0722699975,2022-01-23,1000,Active,25992929
MEM0975,Hellen Kimani,Male,Nairobi,Farmer,0722852908,2018-12-05,500,Active,39111058
MEM0976,Simon Ochieng,Male,Nairobi,Accountant,0729737058,2022-09-18,1000,Active,33699797
MEM0977,Njenga Awuor,Female,Mombasa,Small Business Owner,0729614117,2020-08-15,2000,Suspended,14962033
MEM0978,Victor Murimi,Male,Nairobi,Civil Servant,0711596446,2023-02-27,500,Active,12139995
MEM0979,Winnie Awuor,Male,Mombasa,Farmer,0733140048,2018-09-19,1500,Active,32884357
MEM0980,Ruth Korir,Female,Nakuru,Accountant,0701130237,2021-06-28,2000,Inactive,21892102
MEM0981,Henry Aoko,Female,Nakuru,Accountant,0711839916,2020-12-29,1000,Active,12194887
MEM0982,Edward Kyalo,Male,Mombasa,Accountant,0711992278,2018-02-25,2500,Active,34121234
MEM0983,Boniface Owino,Male,Nairobi,Police Officer,0711186847,2023-02-01,1000,Active,19264055
MEM0984,Grace Ojwang,Male,Nairobi,Police Officer,0720974579,2020-03-17,500,Active,29117759
MEM0985,George Kamau,Male,Nairobi,Police Officer,0733158770,2021-04-27,2000,Inactive,18456121
MEM0986,Njenga Mutua,Female,Nairobi,Farmer,0729768444,2021-03-01,1500,Active,34419590
MEM0987,Daniel Awino,Male,Kisumu,Police Officer,0722429500,2021-09-19,2000,Active,10925329
MEM0988,Kevin Akoth,Male,Kisumu,Shopkeeper,0733999563,2018-02-25,1500,Active,33944851
MEM0989,Hellen Odero,Male,Nairobi,Small Business Owner,0700993990,2018-06-21,1000,Active,30056776
MEM0990,Agnes Auma,Female,Nairobi,Engineer,0712786927,2021-08-09,2500,Active,26468844
MEM0991,Peter Kirui,Female,Nakuru,Nurse,0722448824,2020-05-27,2500,Active,24456256
MEM0992,Rotich Njoroge,Male,Nairobi,Teacher,0701843764,2018-10-05,2000,Active,33629628
MEM0993,Calvin Kuria,Female,Nairobi,Farmer,0711715354,2022-11-11,1000,Active,35647839
MEM0994,Florence Akoth,Female,Mombasa,Driver,0701641422,2020-08-03,2000,Active,14474711
MEM0995,Kamau Nderitu,Female,Mombasa,Civil Servant,0722796773,2019-01-08,1500,Active,23295810
MEM0996,Kevin Anyango,Female,Kisumu,Farmer,0720536604,2018-04-13,500,Suspended,17221052
MEM0997,Mary Mureithi,Male,Mombasa,Small Business Owner,0722168110,2019-06-17,3000,Active,32206350
MEM0998,Atieno Yego,Male,Kisumu,Driver,0712965125,2020-02-16,1000,Active,25170352
MEM0999,Mwangi Akoth,Female,Nairobi,Farmer,0711864366,2019-11-02,5000,Active,20396011
MEM1000,Purity Wainaina,Female,Nairobi,Shopkeeper,0700188047,2019-03-10,1500,Inactive,28065561
MEM1001,Mwikali Ojwang,Female,Kisumu,Police Officer,0711564937,2020-07-20,1000,Inactive,33394350
MEM1002,Mwangi Anyango,Male,Nairobi,Driver,0722388909,2019-11-01,1500,Active,32638088
MEM1003,Kariuki Akoth,Male,Nakuru,Accountant,0712822171,2019-11-23,3000,Active,20222729
MEM1004,Eunice Nderitu,Male,Nairobi,Accountant,0720281370,2022-04-08,2000,Active,21090855
MEM1005,Daniel Otieno,Male,Nairobi,Accountant,0722426279,2022-12-07,2500,Active,17803564
MEM1006,Elijah Akello,Female,Nairobi,Civil Servant,0700687789,2020-02-16,2000,Active,29121240
MEM1007,Rose Chepkemoi,Male,Mombasa,Teacher,0701223432,2019-07-24,2000,Inactive,36790406
MEM1008,Boniface Mbugua,Female,Nairobi,Civil Servant,0701588900,2022-03-21,2500,Active,39392632
MEM1009,Mercy Onyango,Female,Nairobi,Small Business Owner,0733693692,2023-05-03,1000,Active,27044139
MEM1010,Adhiambo Muturi,Male,Nakuru,Accountant,0729192444,2022-08-31,1500,Active,23661418
MEM1011,Boniface Awino,Female,Mombasa,Farmer,0733194960,2020-05-13,1000,Suspended,14839658
MEM1012,Ndegwa Mugo,Male,Nairobi,Civil Servant,0711864989,2019-06-01,5000,Active,35712769
MEM1013,John Mwangi,Female,Nairobi,Police Officer,0733294677,2022-09-06,3000,Active,28106394
MEM1014,Mwikali Maina,Male,Mombasa,Nurse,0701719864,2018-06-17,500,Active,32861363
MEM1015,Stephen Nderitu,Male,Nairobi,Teacher,0722903966,2020-08-21,2000,Active,29692172
MEM1016,Henry Matheka,Female,Nakuru,Nurse,0711927050,2018-02-09,3000,Active,20551479
MEM1017,Michael Njoroge,Male,Mombasa,Farmer,0722328092,2022-03-15,1000,Suspended,38948551
MEM1018,Lucy Maina,Male,Nakuru,Nurse,0701582711,2021-01-09,2000,Inactive,10227342
MEM1019,Calvin Matheka,Male,Mombasa,Farmer,0733859459,2018-04-17,3000,Active,30454595
MEM1020,Ann Rotich,Male,Nairobi,Nurse,0712422733,2023-05-04,500,Active,11777409
MEM1021,David Rotich,Male,Nairobi,Small Business Owner,0712883714,2019-12-18,2000,Active,33894571
MEM1022,Purity Nderitu,Female,Mombasa,Small Business Owner,0711425569,2019-04-05,1000,Active,35315688
MEM1023,Rotich Odhiambo,Female,Nairobi,Accountant,0722497735,2021-08-24,3000,Active,22024214
MEM1024,Mark Awino,Male,Nairobi,Engineer,0700286650,2018-05-21,5000,Active,29711473
MEM1025,Stephen Mwenda,Female,Nairobi,Accountant,0700247247,2022-05-19,3000,Inactive,14015907
MEM1026,Dennis Nderitu,Male,Kisumu,Driver,0701534092,2023-05-15,1500,Active,35991964
MEM1027,Emmanuel Korir,Male,Nairobi,Shopkeeper,0712975849,2021-08-27,3000,Active,12382814
MEM1028,Njenga Oguta,Male,Kisumu,Teacher,0712386050,2018-03-24,2500,Active,30597403
MEM1029,Boniface Murimi,Female,Nakuru,Accountant,0712285715,2022-03-25,1000,Active,12135026
MEM1030,Joyce Okello,Male,Mombasa,Driver,0700371952,2018-03-05,2500,Suspended,27776197
MEM1031,Boniface Muthoni,Female,Nairobi,Accountant,0729377395,2023-04-29,500,Suspended,23881852
MEM1032,Victor Kyalo,Male,Kisumu,Nurse,0733613682,2019-05-22,2000,Active,34507497
MEM1033,Patrick Yego,Male,Kisumu,Small Business Owner,0701706806,2019-02-13,1000,Inactive,15409216
MEM1034,Njenga Ogol,Male,Nairobi,Teacher,0701465805,2022-09-15,1000,Inactive,34580511
MEM1035,Edward Kimani,Female,Kisumu,Accountant,0729969793,2018-02-11,500,Active,16530328
MEM1036,Beatrice Njoroge,Male,Kisumu,Civil Servant,0711138515,2021-06-26,2000,Active,18348326
MEM1037,Henry Chepkemoi,Female,Kisumu,Small Business Owner,0720263267,2018-11-09,1000,Suspended,30183845
MEM1038,Eric Gakuya,Male,Nairobi,Engineer,0712836296,2019-05-04,2000,Active,35962211
MEM1039,Purity Wambua,Female,Nairobi,Driver,0720463773,2018-09-16,500,Active,35461807
MEM1040,Lucy Akoth,Female,Mombasa,Shopkeeper,0700317523,2020-08-27,1000,Inactive,16017679
MEM1041,Chepkemoi Auma,Male,Nairobi,Engineer,0701833640,2021-10-03,1500,Active,38042761
MEM1042,Alice Kilonzo,Male,Mombasa,Nurse,0700195166,2018-08-23,2500,Active,16081341
MEM1043,Ndegwa Ogol,Male,Nairobi,Farmer,0712370756,2021-03-01,1000,Inactive,10989438
MEM1044,Alex Mulwa,Male,Kisumu,Farmer,0712590406,2023-04-26,2000,Active,31790483
MEM1045,Florence Mugo,Female,Nakuru,Engineer,0700132975,2019-03-23,3000,Active,26608606
MEM1046,George Matheka,Male,Nairobi,Police Officer,0733642145,2020-08-10,2000,Active,34450011
MEM1047,Samuel Mulwa,Female,Nakuru,Civil Servant,0711598293,2021-12-03,1000,Inactive,14009757
MEM1048,Njenga Kyalo,Male,Nakuru,Police Officer,0711589943,2019-06-09,500,Inactive,21133028
MEM1049,Samuel Rotich,Female,Kisumu,Teacher,0701490366,2022-04-20,3000,Inactive,12989892
MEM1050,Gregory Gakuya,Female,Nairobi,Small Business Owner,0720790282,2020-01-26,500,Active,13159533
MEM1051,Mark Munyao,Female,Nakuru,Farmer,0722438031,2018-12-10,3000,Active,23541068
MEM1052,Peter Mugo,Female,Nairobi,Civil Servant,0733760049,2021-05-25,1500,Active,29260340
MEM1053,Chebet Ochieng,Male,Kisumu,Farmer,0701108281,2021-05-28,3000,Active,33519261
MEM1054,Catherine Aoko,Female,Nakuru,Engineer,0711541878,2023-05-28,2500,Active,32996632
MEM1055,Michael Rotich,Female,Nairobi,Farmer,0729450971,2022-03-12,5000,Active,23000702
MEM1056,Lucy Kuria,Female,Kisumu,Teacher,0701779352,2022-01-11,1500,Active,37008430
MEM1057,Faith Kirui,Male,Kisumu,Police Officer,0733296200,2018-08-23,2500,Active,23675920
MEM1058,Catherine Ochieng,Female,Mombasa,Police Officer,0701421153,2022-05-12,1500,Active,22793993
MEM1059,Jacqueline Ochieng,Male,Nakuru,Engineer,0711589518,2022-08-05,1500,Active,33367811
MEM1060,Joshua Kuria,Female,Nakuru,Shopkeeper,0711888576,2018-12-02,2000,Active,25918476
MEM1061,Duncan Mwangi,Male,Nairobi,Nurse,0722560333,2023-05-30,3000,Active,14647607
MEM1062,George Yego,Male,Nakuru,Teacher,0729722408,2019-09-30,5000,Active,38429514
MEM1063,Chepkemoi Awuor,Female,Nairobi,Civil Servant,0720866461,2018-08-10,2500,Active,21519080
MEM1064,David Muturi,Female,Nakuru,Nurse,0720596576,2021-03-31,1500,Active,16140112
MEM1065,Emmanuel Gakuya,Female,Nakuru,Teacher,0712364843,2018-02-22,1500,Active,13216638
MEM1066,Pauline Mulwa,Female,Nairobi,Nurse,0701730133,2023-03-18,2000,Active,20441984
MEM1067,James Rotich,Female,Kisumu,Accountant,0701605998,2019-10-01,1000,Active,21917089
MEM1068,Erick Anyango,Male,Nakuru,Civil Servant,0720414754,2021-03-25,1000,Inactive,15952923
